ENG_NAME,MODE,CO_EI,HC_EI,NOX_EI,SOX_EI,SMOKE_NUM,FUEL_KG/S,ICAO_UID,MODE_SN
JT15D-4 (B/C/D),2,3.18,0.19,8.56,0.54,14.1,0.143,1PW036,12.69
JT15D-4 (B/C/D),3,2.1,0.09,9.23,0.54,14.1,0.1697,1PW036,14.1
JT15D-4 (B/C/D),4,97,40,2.63,0.54,14.1,0.0261,1PW036,4.23
JT15D-5 (A & B),1,38.6,11.7,4.93,0.54,18.5,0.066,1PW037,5.55
JT15D-5 (A & B),2,1.15,1.3,10.08,0.54,18.5,0.1727,1PW037,16.65
JT15D-5 (A & B),3,0,0,11.13,0.54,18.5,0.2054,1PW037,18.5
JT15D-5 (A & B),4,119.2,119.1,1.66,0.54,18.5,0.0296,1PW037,5.55
JT15D-5C,1,49.24,16,5.23,0.54,17.1,0.0678,1PW038,5.13
JT15D-5C,2,4.18,0.67,9.79,0.54,15.1,0.1802,1PW038,15.1
JT15D-5C,3,2.52,0,9.93,0.54,17.1,0.2151,1PW038,17.1
JT15D-5C,4,124.6,96.67,1.08,0.54,17.1,0.0276,1PW038,5.13
JT3D-3B,1,24.5,4,4.8,1,54.5,0.346,1PW001,16.35
JT3D-3B,2,2.8,2,9.9,1,54.5,0.932,1PW001,49.05
JT3D-3B,3,1.5,4,12.1,1,54.5,1.174,1PW001,54.5
JT3D-3B,4,98,112,2.5,1,54.5,0.135,1PW001,16.35
JT3D-3B (Military),1,5.24,1.37,6.37,0.54,-1,0.5216,-,-1
JT3D-3B (Military),2,2.11,1.5,7.88,0.54,-1,1.129,-,-1
JT3D-3B (Military),3,0,0.55,12.08,0.54,-1,1.213,-,-1
JT3D-3B (Military),4,95.06,90.91,1.39,0.54,-1,0.1411,-,-1
JT3D-7 SERIES,1,19.5,2.1,5.3,1,52,0.389,1PW002,15.6
JT3D-7 SERIES,2,1.9,0.4,9.59,1,18,1.032,1PW003,46.8
JT3D-7 SERIES,3,0.89,0.5,12.69,1,52,1.254,1PW002,52
JT3D-7 SERIES,4,138.99,123,2.2,1,18,0.128,1PW003,15.6
JT8D-11,1,9.4,1.4,5.8,1,23,0.3339,1PW008,6.9
JT8D-11,2,1.9,0.45,14.6,1,23,0.9136,1PW008,20.7
JT8D-11,3,1.2,0.4,18.9,1,23,1.121,1PW008,23
JT8D-11,4,35,10,2.75,1,23,0.1455,1PW008,6.9
JT8D-15,1,2.77,0.55,6.9,1,15.7,0.3402,1PW010,4.71
JT8D-15,2,1.15,0.28,15.1,1,15.7,0.945,1PW010,14.13
JT8D-15,3,1.03,0.24,19.4,1,15.7,1.178,1PW010,15.7
JT8D-15,4,11,1.46,3.2,1,15.7,0.1477,1PW010,4.71
JT8D-15 (old comb),1,9.6,1.65,5.9,1,23.8,0.3403,1PW009,7.14
JT8D-15 (old comb),2,1,0.25,15,1,23.8,0.945,1PW009,21.42
JT8D-15 (old comb),3,0.7,0.25,19.1,1,23.8,1.178,1PW009,23.8
JT8D-15 (old comb),4,35.2,11,3,1,23.8,0.1477,1PW009,7.14
JT8D-15A,1,2.9,0.65,6.6,1,15.7,0.312,1PW011,4.71
JT8D-15A,2,1.2,0.33,13.9,1,15.7,0.8955,1PW011,14.13
JT8D-15A,3,1.08,0.25,18.1,1,15.7,1.115,1PW011,15.7
JT8D-15A,4,12.93,1.86,3.1,1,15.7,0.1372,1PW011,4.71
JT8D-17,1,2.67,0.52,8,1,16.8,0.354,1PW013,5.04
JT8D-17,2,1.1,0.27,15.7,1,16.8,0.997,1PW013,15.12
JT8D-17,3,0.95,0.22,20.6,1,16.8,1.245,1PW013,16.8
JT8D-17,4,10.46,1.25,3.2,1,16.8,0.1474,1PW013,5.04
JT8D-17 (old comb),1,8.54,1.96,6.1,1,24,0.354,1PW012,7.2
JT8D-17 (old comb),2,1,0.79,15.23,1,24,0.997,1PW012,21.6
JT8D-17 (old comb),3,0.74,0.69,19.2,1,24,1.245,1PW012,24
JT8D-17 (old comb),4,31,10.2,3.3,1,24,0.147,1PW012,7.2
JT8D-17A,1,2.88,0.64,6.7,1,16.8,0.3304,1PW014,5.04
JT8D-17A,2,1.16,0.3,14.3,1,16.8,0.9344,1PW014,15.12
JT8D-17A,3,1.07,0.25,19.1,1,16.8,1.173,1PW014,16.8
JT8D-17A,4,12.46,6.6,3.2,1,16.8,0.1401,1PW014,5.04
JT8D-17AR,1,2.68,0.55,8,1,19.6,0.3574,1PW015,5.88
JT8D-17AR,2,1.08,0.27,16,1,19.6,1.047,1PW015,17.64
JT8D-17AR,3,0.93,0.21,24.5,1,19.6,1.365,1PW015,19.6
JT8D-17AR,4,10.7,1.33,3.2,1,19.6,0.1477,1PW015,5.88
JT8D-17R,1,2.54,0.53,8.4,1,19.6,0.3755,1PW016,5.88
JT8D-17R,2,1.03,0.27,17.6,1,19.6,1.103,1PW016,17.64
JT8D-17R,3,0.95,0.21,25.3,1,19.6,1.417,1PW016,19.6
JT8D-17R,4,9.43,0.95,3.3,1,19.6,0.155,1PW016,5.88
JT8D-209,1,4.37,1.69,8.8,1,11.1,0.3592,1PW017,3.33
JT8D-209,2,1.4,0.5,19,1,11.1,0.9828,1PW017,9.99
JT8D-209,3,1.03,0.35,22.8,1,11.1,1.191,1PW017,11.1
JT8D-209,4,14.1,4.03,3.5,1,11.1,0.1303,1PW017,3.33
JT8D-217,1,3.54,0,7.66,1,6.1,0.3833,4PW068,1.83
JT8D-217,2,0.47,0,13.54,1,6.1,1.078,4PW068,5.49
JT8D-217,3,0.42,0,17.54,1,6.1,1.32,4PW068,6.1
JT8D-217,4,15.31,0,4.57,1,6.1,0.1372,4PW068,1.83
JT8D-217 (old comb),1,4.17,1.6,9.1,1,13.3,0.3833,1PW018,3.96
JT8D-217 (old comb),2,1.23,0.43,20.6,1,13.3,1.078,1PW018,11.88
JT8D-217 (old comb),3,0.8,0.28,25.7,1,13.2,1.32,1PW018,13.2
JT8D-217 (old comb),4,12.27,3.33,3.7,1,13.3,0.1372,1PW018,3.96
JT8D-217A,1,3.54,0,7.66,1,6.1,0.3833,4PW069,1.83
JT8D-217A,2,0.47,0,13.54,1,6.1,1.078,4PW069,5.49
JT8D-217A,3,0.42,0,17.54,1,6.1,1.32,4PW069,6.1
JT8D-217A,4,15.31,0,4.57,1,6.1,0.1372,4PW069,1.83
JT8D-217C,1,3.79,0,7.65,1,6.1,0.363,4PW070,1.5
JT8D-217C,2,0.49,0,13.02,1,6.1,1.045,4PW070,4
JT8D-217C,3,0.42,0,16.49,1,6.1,1.282,4PW070,6.1
JT8D-217C,4,17.89,0,4.05,1,6.1,0.137,4PW070,0
JT8D-219,1,3.57,0,7.65,1,6.9,0.3817,4PW071,1.5
JT8D-219,2,0.46,0,13.73,1,6.9,1.085,4PW071,4.4
JT8D-219,3,0.42,0,18.72,1,6.9,1.354,4PW071,6.9
JT8D-219,4,17.19,0,4.16,1,6.9,0.1344,4PW071,0
JT8D-219 old comb,1,4.07,1.59,9.13,1,14.5,0.3817,1PW019,4.29
JT8D-219 old comb,2,1.2,0.42,20.8,1,14.5,1.085,1PW019,12.87
JT8D-219 old comb,3,0.73,0.27,27,1,14.3,1.354,1PW019,14.3
JT8D-219 old comb,4,12.63,3.48,3.6,1,14.5,0.1344,1PW019,4.29
JT8D-7,1,2.2,0.4,6.3,1,9.5,0.2861,1PW005,2.85
JT8D-7,2,1.1,0.25,14,1,9.5,0.8113,1PW005,8.55
JT8D-7,3,0.9,0.25,17.2,1,9.5,0.9892,1PW005,9.5
JT8D-7,4,14.3,3.8,3.15,1,9.5,0.1291,1PW005,2.85
JT8D-7A,1,2.2,0.4,6.3,1,9.5,0.2861,1PW005,2.85
JT8D-7A,2,1.1,0.25,14,1,9.5,0.8113,1PW005,8.55
JT8D-7A,3,0.9,0.25,17.2,1,9.5,0.9892,1PW005,9.5
JT8D-7A,4,14.3,3.8,3.15,1,9.5,0.1291,1PW005,2.85
JT8D-7B,1,2.2,0.4,6.3,1,9.5,0.2861,1PW005,2.85
JT8D-7B,2,1.1,0.25,14,1,9.5,0.8113,1PW005,8.55
JT8D-7B,3,0.9,0.25,17.2,1,9.5,0.9892,1PW005,9.5
JT8D-7B,4,14.3,3.8,3.15,1,9.5,0.1291,1PW005,2.85
JT8D-7series OldCom,1,10.5,1.6,5.5,1,22.2,0.2861,1PW004,6.66
JT8D-7series OldCom,2,2,0.5,13.5,1,22.2,0.8113,1PW004,19.98
JT8D-7series OldCom,3,1.5,0.4,17.1,1,22.2,0.9892,1PW004,22.2
JT8D-7series OldCom,4,35.5,10.6,2.7,1,22.2,0.1291,1PW004,6.66
JT8D-9,1,2.14,0.6,6,1,10.1,0.2977,1PW007,3.03
JT8D-9,2,1.11,0.18,14.5,1,10.1,0.8453,1PW007,9.09
JT8D-9,3,1.04,0.15,19.3,1,10.1,1.04,1PW007,10.1
JT8D-9,4,14.14,3.12,2.9,1,10.1,0.1323,1PW007,3.03
JT8D-9A,1,2.14,0.6,6,1,10.1,0.2977,1PW007,3.03
JT8D-9A,2,1.11,0.18,14.5,1,10.1,0.8453,1PW007,9.09
JT8D-9A,3,1.04,0.15,19.3,1,10.1,1.04,1PW007,10.1
JT8D-9A,4,14.14,3.12,2.9,1,10.1,0.1323,1PW007,3.03
JT8D-9series OldCom,1,9.43,1.73,5.64,1,23,0.298,1PW006,6.9
JT8D-9series OldCom,2,1.66,0.47,14.21,1,23,0.846,1PW006,20.7
JT8D-9series OldCom,3,1.24,0.47,17.92,1,23,1.04,1PW006,23
JT8D-9series OldCom,4,34.5,10,2.9,1,23,0.132,1PW006,6.9
JT9D-20,1,7.6,1.3,7.6,1,2.5,0.619,1PW031,2.5
JT9D-20,2,0,0.1,28.5,1,9.5,1.789,1PW031,9.5
JT9D-20,3,0,0.1,38.7,1,12.3,2.099,1PW031,12.3
JT9D-20,4,83.6,36.1,3.1,1,0.7,0.211,1PW031,0.7
JT9D-20J,1,5.5,0.5,9.4,1,16,0.679,1PW032,4.8
JT9D-20J,2,0.9,0,34.9,1,16,1.902,1PW032,14.4
JT9D-20J,3,0.9,0,44.9,1,16,2.315,1PW032,16
JT9D-20J,4,66.7,24.5,3.3,1,16,0.238,1PW032,4.8
JT9D-59A,1,1.7,0.3,7.8,1,8,0.6804,1PW033,2.4
JT9D-59A,2,0.2,0.2,25.6,1,8,1.9996,1PW033,7.2
JT9D-59A,3,0.2,0.2,31.6,1,8,2.4419,1PW033,8
JT9D-59A,4,53,12,3,1,8,0.237,1PW033,2.4
JT9D-7,1,7.8,1.3,7.6,1,2.5,0.609,1PW020,2.5
JT9D-7,2,0,0.1,27.7,1,9,1.764,1PW020,9
JT9D-7,3,0,0.1,37.9,1,11.9,2.083,1PW020,11.9
JT9D-7,4,84.1,36.5,3.1,1,0.7,0.21,1PW020,0.7
JT9D-70,1,1.3,0.45,8.1,1,-1,0.7371,-,-1
JT9D-70,2,0.3,0.15,24.2,1,-1,2.0134,-,-1
JT9D-70,3,0.2,0.15,31,1,-1,2.4418,-,-1
JT9D-70,4,34,6.8,3.2,1,-1,0.2268,-,-1
JT9D-70A,1,1.7,0.3,7.8,1,8,0.6804,1PW034,2.4
JT9D-70A,2,0.2,0.2,25.6,1,8,1.9996,1PW034,7.2
JT9D-70A,3,0.2,0.2,31.6,1,8,2.4419,1PW034,8
JT9D-70A,4,53,12,3,1,8,0.237,1PW034,2.4
JT9D-7A,1,7.6,1.3,7.6,1,2.5,0.619,1PW021,2.5
JT9D-7A,2,0,0.1,28.5,1,9.5,1.789,1PW021,9.5
JT9D-7A,3,0,0.1,38.7,1,12.3,2.099,1PW021,12.3
JT9D-7A,4,83.6,36.1,3.1,1,0.7,0.211,1PW021,0.7
JT9D-7A (MOD V),1,2.9,0.5,7.8,1,-1,0.6237,-,-1
JT9D-7A (MOD V),2,0.4,0.3,34.4,1,-1,1.764,-,-1
JT9D-7A (MOD V),3,0.4,0.3,46,1,-1,2.1672,-,-1
JT9D-7A (MOD V),4,54,26,3.1,1,-1,0.219,-,-1
JT9D-7F,1,5.8,0.6,9.1,1,16,0.624,1PW023,4.8
JT9D-7F,2,0.9,0,31.5,1,16,1.779,1PW023,14.4
JT9D-7F,3,0.9,0,41.7,1,16,2.161,1PW023,16
JT9D-7F,4,68.6,25.9,3.2,1,16,0.232,1PW023,4.8
JT9D-7F (Mod V),1,2.9,0.5,7.8,1,4,0.6237,1PW022,1.2
JT9D-7F (Mod V),2,0.4,0.3,34.4,1,4,1.764,1PW022,3.6
JT9D-7F (Mod V),3,0.4,0.3,46,1,4,2.1672,1PW022,4
JT9D-7F (Mod V),4,54,26,3.1,1,4,0.219,1PW022,1.2
JT9D-7J,1,5.5,0.5,9.4,1,16,0.679,1PW024,4.8
JT9D-7J,2,0.9,0,34.9,1,16,1.902,1PW024,14.4
JT9D-7J,3,0.9,0,44.9,1,16,2.315,1PW024,16
JT9D-7J,4,66.7,24.5,3.3,1,16,0.238,1PW024,4.8
JT9D-7Q,1,1.7,0.3,7.8,1,8,0.6804,1PW025,2.4
JT9D-7Q,2,0.2,0.2,25.6,1,8,1.9996,1PW025,7.2
JT9D-7Q,3,0.2,0.2,31.6,1,8,2.4419,1PW025,8
JT9D-7Q,4,53,12,3,1,8,0.237,1PW025,2.4
JT9D-7R4D,1,1.36,0.13,9.8,1,4.6,0.7593,1PW026,1.38
JT9D-7R4D,2,0.48,0.12,30,1,4.6,1.678,1PW026,4.14
JT9D-7R4D,3,0.51,0.15,38.5,1,4.6,2.055,1PW026,4.6
JT9D-7R4D,4,8.84,1.25,4.1,1,4.6,0.2054,1PW026,1.38
JT9D-7R4D1,1,1.36,0.13,9.8,1,4.6,0.7593,1PW026,1.38
JT9D-7R4D1,2,0.48,0.12,30,1,4.6,1.678,1PW026,4.14
JT9D-7R4D1,3,0.51,0.15,38.5,1,4.6,2.055,1PW026,4.6
JT9D-7R4D1,4,8.84,1.25,4.1,1,4.6,0.2054,1PW026,1.38
JT9D-7R4E,1,1.23,0.13,10.4,1,5,0.6529,1PW027,1.5
JT9D-7R4E,2,0.53,0.13,34.2,1,5,1.724,1PW027,4.5
JT9D-7R4E,3,0.57,0.16,41.6,1,5,2.118,1PW027,5
JT9D-7R4E,4,8.27,1.11,4.1,1,5,0.221,1PW027,1.5
JT9D-7R4E1,1,1.23,0.13,10.4,1,5,0.6529,1PW027,1.5
JT9D-7R4E1,2,0.53,0.13,34.2,1,5,1.724,1PW027,4.5
JT9D-7R4E1,3,0.57,0.16,41.6,1,5,2.118,1PW027,5
JT9D-7R4E1,4,8.27,1.11,4.1,1,5,0.221,1PW027,1.5
JT9D-7R4E1(H),1,1.46,0.22,8.5,1,4.3,0.64,1PW028,1.29
JT9D-7R4E1(H),2,0.67,0.13,29.7,1,4.3,1.829,1PW028,3.87
JT9D-7R4E1(H),3,0.67,0.15,36.9,1,4.3,2.218,1PW028,4.3
JT9D-7R4E1(H),4,16,3.35,3.5,1,4.3,0.2205,1PW028,1.29
JT9D-7R4E4,1,1.46,0.22,8.5,1,4.3,0.64,1PW028,1.29
JT9D-7R4E4,2,0.67,0.13,29.7,1,4.3,1.829,1PW028,3.87
JT9D-7R4E4,3,0.67,0.15,36.9,1,4.3,2.218,1PW028,4.3
JT9D-7R4E4,4,16,3.35,3.5,1,4.3,0.2205,1PW028,1.29
JT9D-7R4G2,1,1.4,0.18,8.8,1,6.8,0.659,1PW029,2.04
JT9D-7R4G2,2,0.63,0.14,29.5,1,6.8,1.88,1PW029,6.12
JT9D-7R4G2,3,0.74,0.15,41.3,1,6.8,2.429,1PW029,6.8
JT9D-7R4G2,4,11.82,1.55,3.8,1,6.8,0.2239,1PW029,2.04
JT9D-7R4H1,1,1.39,0.18,8.9,1,7.6,0.7227,1PW030,2.28
JT9D-7R4H1,2,0.63,0.14,30,1,7.6,1.999,1PW030,6.84
JT9D-7R4H1,3,0.74,0.15,45.2,1,7.6,2.512,1PW030,7.6
JT9D-7R4H1,4,11.63,1.48,3.8,1,7.6,0.2454,1PW030,2.28
JT9D-7R4H2,1,1.39,0.18,8.9,1,7.6,0.7227,1PW030,2.28
JT9D-7R4H2,2,0.63,0.14,30,1,7.6,1.999,1PW030,6.84
JT9D-7R4H2,3,0.74,0.15,45.2,1,7.6,2.512,1PW030,7.6
JT9D-7R4H2,4,11.63,1.48,3.8,1,7.6,0.2454,1PW030,2.28
LF507 SERIES,1,4.43,0.12,6.39,1,6.9,0.1083,1TL004,6.9
LF507 SERIES,2,0.3,0.01,12.02,1,10.2,0.2961,1TL004,10.2
LF507 SERIES,3,0.2,0.01,14.52,1,10.3,0.3578,1TL004,10.3
LF507 SERIES,4,37.83,4.72,3.28,1,6.8,0.0453,1TL004,6.8
M45H-01,1,51,7.4,3.6,1,10.9,0.146,1RR001,10.9
M45H-01,2,7.9,0.74,9.3,1,38.4,0.416,1RR001,38.4
M45H-01,3,6.2,0.75,11.5,1,46.3,0.498,1RR001,46.3
M45H-01,4,178.4,59.5,1.5,1,2.7,0.053,1RR001,2.7
NK-8-2U (1989),1,21,5,5.4,1,23.5,0.58,1KK001,7.05
NK-8-2U (1989),2,6,0.55,12.9,1,23.5,1.17,1KK001,21.15
NK-8-2U (1989),3,5.5,0.45,13.9,1,23.5,1.75,1KK001,23.5
NK-8-2U (1989),4,116,103.8,2.7,1,23.5,0.24,1KK001,7.05
NK-8-2U w/o NOx data,1,13,2.6,0,1,-1,0.55,1KK002,-1
NK-8-2U w/o NOx data,2,6,2,0,1,-1,1.33,1KK002,-1
NK-8-2U w/o NOx data,3,5,2,0,1,-1,1.75,1KK002,-1
NK-8-2U w/o NOx data,4,64,32,0,1,-1,0.22,1KK002,-1
NK-86,1,9.3,1.2,5.1,1,22.1,0.58,1KK003,6.63
NK-86,2,4.2,0.6,12.1,1,22.1,1.6,1KK003,19.89
NK-86,3,3.9,0.5,12.8,1,22.1,2.4,1KK003,22.1
NK-86,4,54.4,52,2.7,1,22.1,0.21,1KK003,6.63
NK-86A,1,7.8,2.2,5.8,1,-1,0.6,1KK004,-1
NK-86A,2,2.2,0.2,12.4,1,-1,1.7,1KK004,-1
NK-86A,3,1.8,0.2,15.7,1,-1,2.05,1KK004,-1
NK-86A,4,38,15.3,3.1,1,-1,0.235,1KK004,-1
NK-86MA,1,5.9,0.3,3.9,1,9.9,0.6,1KK005,2.97
NK-86MA,2,1.9,0.13,9.4,1,9.9,1.7,1KK005,8.91
NK-86MA,3,1.55,0.16,13,1,9.9,2.05,1KK005,9.9
NK-86MA,4,29.8,4.6,2.3,1,9.9,0.235,1KK005,2.97
O-200,1,1188,33.2,1.1,0.11,-1,0.003213,-,-1
O-200,2,974,20.8,4.87,0.11,-1,0.005691,-,-1
O-200,3,974,20.8,4.87,0.11,-1,0.005691,-,-1
O-200,4,644,29,1.6,0.11,-1,0.00104,-,-1
O-320,1,1220,19.4,0.95,0.11,-1,0.00586,-,-1
O-320,2,990,12.4,3.97,0.11,-1,0.0084,-,-1
O-320,3,1080,11.8,2.19,0.11,-1,0.0112,-,-1
O-320,4,1080,36.9,0.52,0.11,-1,0.00119,-,-1
OLYMPUS-593-610,1,52.9,11.4,3.5,1,-1,1.171,1RR022,-1
OLYMPUS-593-610,2,19.9,1.7,9.3,1,-1,2.329,1RR022,-1
OLYMPUS-593-610,3,29,2.9,9.5,1,-1,6.365,1RR022,-1
OLYMPUS-593-610,4,100.1,33.4,1.7,1,-1,0.421,1RR022,-1
PS-90A,1,0.9,0.2,11.8,1,13,0.489,1AA005,10.4
PS-90A,2,0.4,0.12,31.5,1,13,1.431,1AA005,13
PS-90A,3,0.35,0.12,37,1,13,1.739,1AA005,13
PS-90A,4,6.9,0.3,5.8,1,13,0.178,1AA005,3.9
PT6A-114,1,5,0.3,5.3,1,-1,0.025,-,-1
PT6A-114,2,1,0,7,1,-1,0.0449,-,-1
PT6A-114,3,1,0,7.3,1,-1,0.0504,-,-1
PT6A-114,4,19,1.4,4.2,1,-1,0.0138,-,-1
PT6A-20,1,3.6,0.2,5.4,1,-1,0.0244,-,-1
PT6A-20,2,1.1,0,6.9,1,-1,0.0423,-,-1
PT6A-20,3,1,0,7.2,1,-1,0.0477,-,-1
PT6A-20,4,19,1.3,4.1,1,-1,0.0149,-,-1
PT6A-27,1,3.7,0.2,5.6,1,-1,0.0245,-,-1
PT6A-27,2,1,0,7.3,1,-1,0.0455,-,-1
PT6A-27,3,0.9,0,7.6,1,-1,0.0515,-,-1
PT6A-27,4,17.4,1.2,4.3,1,-1,0.0144,-,-1
PT6A-28,1,3.7,0.2,5.6,1,-1,0.0245,-,-1
PT6A-28,2,1,0,7.3,1,-1,0.0455,-,-1
PT6A-28,3,0.9,0,7.6,1,-1,0.0515,-,-1
PT6A-28,4,17.4,1.2,4.3,1,-1,0.0144,-,-1
PT6A-34,1,3.5,0.2,5.6,1,-1,0.0272,-,-1
PT6A-34,2,1,0,7.2,1,-1,0.05,-,-1
PT6A-34,3,0.9,0,7.5,1,-1,0.0566,-,-1
PT6A-34,4,17,1.2,4.4,1,-1,0.0147,-,-1
PT6A-36,1,3.5,0.2,5.6,1,-1,0.0272,-,-1
PT6A-36,2,1,0,7.2,1,-1,0.05,-,-1
PT6A-36,3,0.9,0,7.5,1,-1,0.0566,-,-1
PT6A-36,4,17,1.2,4.4,1,-1,0.0147,-,-1
PT6A-41,1,34.77,22.69,4.64,0.54,-1,0.0344,-,-1
PT6A-41,2,6.48,2.02,7.55,0.54,-1,0.0596,-,-1
PT6A-41,3,5.1,1.75,7.98,0.54,-1,0.0643,-,-1
PT6A-41,4,115.12,101.46,1.96,0.54,-1,0.0185,-,-1
PT6A-42,1,34.77,22.69,4.64,0.54,-1,0.0344,-,-1
PT6A-42,2,6.48,2.02,7.55,0.54,-1,0.0596,-,-1
PT6A-42,3,5.1,1.75,7.98,0.54,-1,0.0643,-,-1
PT6A-42,4,115.12,101.46,1.96,0.54,-1,0.0185,-,-1
PT6A-45,1,4.8,0,6.2,1,-1,0.0397,-,-1
PT6A-45,2,0.94,0,9,1,-1,0.0707,-,-1
PT6A-45,3,0.71,0,9.7,1,-1,0.0799,-,-1
PT6A-45,4,21,3.4,4,1,-1,0.01,-,-1
PT6A-45A,1,5.3,0,5.2,1,-1,0.0396,-,-1
PT6A-45A,2,1.9,0,7.4,1,-1,0.0704,-,-1
PT6A-45A,3,2.1,0,8,1,-1,0.0795,-,-1
PT6A-45A,4,26.4,5.088801,3.4,1,-1,0.0206,-,-1
PT6A-45R,1,4.8,0,5.3,1,-1,0.0409,-,-1
PT6A-45R,2,2,0,7.6,1,-1,0.0739,-,-1
PT6A-45R,3,2.3,0,8.2,1,-1,0.0842,-,-1
PT6A-45R,4,24.8,4.470261,3.5,1,-1,0.0212,-,-1
PT6A-50,1,4.1,0,6.5,1,-1,0.0412,-,-1
PT6A-50,2,0.82,0,9.3,1,-1,0.0727,-,-1
PT6A-50,3,0.65,0,10,1,-1,0.0824,-,-1
PT6A-50,4,18,2.5,4.2,1,-1,0.0219,-,-1
PT6A-60/-60A/-60AG,1,19.1,0.5,4.4,1,-1,0.039,-,-1
PT6A-60/-60A/-60AG,2,5,0,6,1,-1,0.068,-,-1
PT6A-60/-60A/-60AG,3,3.6,0,6.5,1,-1,0.075,-,-1
PT6A-60/-60A/-60AG,4,57.8,9.3,3.1,1,-1,0.021,-,-1
PT6A-65AR,1,16.2,2.209951,5,1,-1,0.0471,-,-1
PT6A-65AR,2,3.5,0,7.5,1,-1,0.0844,-,-1
PT6A-65AR,3,1.9,0,8.1,1,-1,0.0956,-,-1
PT6A-65AR,4,52.8,15.747216,3.2,1,-1,0.0254,-,-1
PT6A-65B,1,20.9,3.497545,4.6,1,-1,0.0416,-,-1
PT6A-65B,2,6.1,0.248168,6.7,1,-1,0.071,-,-1
PT6A-65B,3,4.4,0.115456,7.1,1,-1,0.0787,-,-1
PT6A-65B,4,63,20.625772,2.9,1,-1,0.0225,-,-1
PT6A-65R,1,16.8,2.362103,5,1,-1,0.0464,-,-1
PT6A-65R,2,3.8,0.088587,7.4,1,-1,0.0824,-,-1
PT6A-65R,3,2.2,0,7.9,1,-1,0.0929,-,-1
PT6A-65R,4,53.9,16.283863,3.1,1,-1,0.0251,-,-1
PT6A-67B,1,21,3.3,4.5,1,-1,0.0446,-,-1
PT6A-67B,2,6.1,0,6.6,1,-1,0.0789,-,-1
PT6A-67B,3,4.5,0,7,1,-1,0.0876,-,-1
PT6A-67B,4,69,23,2.8,1,-1,0.0253,-,-1
PT6A-67D,1,19.8,3.050303,4.7,1,-1,0.0461,-,-1
PT6A-67D,2,5.9,0.23403,6.7,1,-1,0.0803,-,-1
PT6A-67D,3,4.3,0.108055,7.2,1,-1,0.0887,-,-1
PT6A-67D,4,67.1,22.179033,2.8,1,-1,0.0256,-,-1
PW118,1,6.5,0,7.9,1,-1,0.06368,-,-1
PW118,2,2.6,0,11.5,1,-1,0.1053,-,-1
PW118,3,2.2,0,12.7,1,-1,0.119,-,-1
PW118,4,16.3,0,5.5,1,-1,0.0421,-,-1
PW118A,1,4.7,0,9.1,1,-1,0.0644,-,-1
PW118A,2,2.2,0,12.7,1,-1,0.108,-,-1
PW118A,3,2,0,13.9,1,-1,0.1202,-,-1
PW118A,4,12.3,0,6.5,1,-1,0.0408,-,-1
PW118B,1,4.7,0,9.1,1,-1,0.0645,-,-1
PW118B,2,2.2,0,12.7,1,-1,0.108,-,-1
PW118B,3,2,0,13.9,1,-1,0.1202,-,-1
PW118B,4,12.3,0,6.5,1,-1,0.0409,-,-1
PW119-B,1,3.7,0,10,1,-1,0.0761,-,-1
PW119-B,2,1.9,0,15.2,1,-1,0.1303,-,-1
PW119-B,3,1.9,0,16.9,1,-1,0.1457,-,-1
PW119-B,4,8.1,0,7.5,1,-1,0.0542,-,-1
PW119-C,1,3.7,0,10,1,-1,0.0761,-,-1
PW119-C,2,1.9,0,15.2,1,-1,0.1303,-,-1
PW119-C,3,1.9,0,16.9,1,-1,0.1457,-,-1
PW119-C,4,8.1,0,7.5,1,-1,0.0542,-,-1
PW120,1,6,0,8.1,1,-1,0.06503,-,-1
PW120,2,2.3,0,12.3,1,-1,0.1124,-,-1
PW120,3,2,0,13.6,1,-1,0.12645,-,-1
PW120,4,14.9,0,5.7,1,-1,0.04236,-,-1
PW120A,1,6,0,6.1,1,-1,0.06503,-,-1
PW120A,2,2.3,0,12.3,1,-1,0.1124,-,-1
PW120A,3,2,0,13.6,1,-1,0.12645,-,-1
PW120A,4,14.9,0,5.7,1,-1,0.04236,-,-1
PW121,1,5.7,0,8.3,1,-1,0.0696,-,-1
PW121,2,2.3,0,12.2,1,-1,0.115,-,-1
PW121,3,2,0,13.8,1,-1,0.1352,-,-1
PW121,4,13.6,0,5.9,1,-1,0.0447,-,-1
PW123,1,3.6,0,10.1,1,-1,0.0746,-,-1
PW123,2,1.9,0,15.9,1,-1,0.1325,-,-1
PW123,3,1.9,0,17.7,1,-1,0.1486,-,-1
PW123,4,8.3,0,7.5,1,-1,0.0509,-,-1
PW123B,1,3.5,0,10.2,1,-1,0.0751,-,-1
PW123B,2,1.9,0,16.3,1,-1,0.1358,-,-1
PW123B,3,2,0,18.3,1,-1,0.1526,-,-1
PW123B,4,9,0,7.2,1,-1,0.0501,-,-1
PW123C,1,3.9,0,9.8,1,-1,0.0721,-,-1
PW123C,2,1.9,0,14.9,1,-1,0.1239,-,-1
PW123C,3,1.9,0,16.5,1,-1,0.1383,-,-1
PW123C,4,8.6,0,7.4,1,-1,0.0499,-,-1
PW123D,1,3.9,0,9.8,1,-1,0.0721,-,-1
PW123D,2,1.9,0,14.9,1,-1,0.1239,-,-1
PW123D,3,1.9,0,16.5,1,-1,0.1383,-,-1
