ENG_NAME,MODE,CO_EI,HC_EI,NOX_EI,SOX_EI,SMOKE_NUM,FUEL_KG/S,ICAO_UID,MODE_SN
CF6-80C2A5,2,0.04,0.05,21.69,1,5.36,2.096,2GE039,5.36
CF6-80C2A5,3,0.06,0.04,28.57,1,6.94,2.58,2GE039,6.94
CF6-80C2A5,4,18.89,1.48,4.76,1,6.94,0.205,2GE039,0
CF6-80C2A5 (revised),1,1.93,0.2,9.11,1,7.8,0.687,1GE020,2.27
CF6-80C2A5 (revised),2,0.52,0.08,22.86,1,7.8,2.082,1GE020,5.37
CF6-80C2A5 (revised),3,0.52,0.07,34.38,1,7.8,2.581,1GE020,7.8
CF6-80C2A5 (revised),4,41.65,8.99,3.79,1,7.8,0.207,1GE020,3.02
CF6-80C2A5F,1,1.92,0.11,12.64,1,7.4,0.691,3GE056,0
CF6-80C2A5F,2,0.04,0.04,21.27,1,5.2,2.106,3GE056,5.2
CF6-80C2A5F,3,0.05,0.05,28.11,1,7.4,2.63,3GE056,7.4
CF6-80C2A5F,4,16.96,1.18,4.9,1,7.4,0.22,3GE056,0
CF6-80C2A8,1,2.05,0.12,12.43,1,6.97,0.651,2GE040,0
CF6-80C2A8,2,0.04,0.05,20.45,1,4.7,1.989,2GE040,4.7
CF6-80C2A8,3,0.05,0.05,26.42,1,6.97,2.444,2GE040,6.97
CF6-80C2A8,4,19.76,1.59,4.68,1,6.97,0.201,2GE040,0
CF6-80C2A8 old comb,1,2.05,0.2,9,1,8.2,0.655,1GE021,2.29
CF6-80C2A8 old comb,2,0.52,0.09,22,1,8.2,1.953,1GE021,4.9
CF6-80C2A8 old comb,3,0.52,0.08,33.5,1,8.2,2.507,1GE021,8.2
CF6-80C2A8 old comb,4,42.3,9.2,3.7,1,8.2,0.205,1GE021,3.03
CF6-80C2B1,1,2.18,0.12,12.32,1,6.7,0.63,2GE041,0
CF6-80C2B1,2,0.04,0.05,19.68,1,4.2,1.922,2GE041,4.2
CF6-80C2B1,3,0.04,0.05,24.93,1,6.7,2.34,2GE041,6.7
CF6-80C2B1,4,20.62,1.71,4.6,1,6.7,0.197,2GE041,0
CF6-80C2B1 old comb,1,2.37,0.21,8.83,1,7.1,0.616,1GE022,2.31
CF6-80C2B1 old comb,2,0.55,0.09,21.26,1,7.1,1.873,1GE022,4.54
CF6-80C2B1 old comb,3,0.58,0.08,28.11,1,7.1,2.285,1GE022,7.1
CF6-80C2B1 old comb,4,43.22,9.46,3.73,1,7.1,0.196,1GE022,3.04
CF6-80C2B1F,1,2.13,0.11,12.47,1,6.9,0.65,2GE045,0
CF6-80C2B1F,2,0.04,0.05,19.72,1,4.5,1.983,2GE045,4.5
CF6-80C2B1F,3,0.04,0.05,24.94,1,6.9,2.422,2GE045,6.9
CF6-80C2B1F,4,19.23,1.54,4.73,1,6.9,0.199,2GE045,0
CF6-80C2B1F revised,1,2.21,0.2,9,1,7.1,0.621,1GE024,2.3
CF6-80C2B1F revised,2,0.52,0.09,21.07,1,7.1,1.901,1GE024,4.77
CF6-80C2B1F revised,3,0.52,0.08,27.73,1,7.1,2.341,1GE024,7.1
CF6-80C2B1F revised,4,44.32,9.88,3.78,1,7.1,0.199,1GE024,3.03
CF6-80C2B2,1,2.61,0.12,11.79,1,5.6,0.585,2GE042,0
CF6-80C2B2,2,0.05,0.05,18.25,1,3.1,1.756,2GE042,3.1
CF6-80C2B2,3,0.04,0.05,22.02,1,5.6,2.124,2GE042,5.6
CF6-80C2B2,4,22.41,1.97,4.45,1,5.6,0.19,2GE042,0
CF6-80C2B2 old comb,1,2.65,0.22,8.77,1,5.8,0.577,1GE025,2.35
CF6-80C2B2 old comb,2,0.55,0.1,18.65,1,5.8,1.761,1GE025,3.88
CF6-80C2B2 old comb,3,0.57,0.08,23.89,1,5.8,2.131,1GE025,5.8
CF6-80C2B2 old comb,4,48.02,11.17,3.7,1,5.8,0.192,1GE025,3.06
CF6-80C2B2F,1,2.64,0.12,11.8,1,5.7,0.593,2GE046,0
CF6-80C2B2F,2,0.06,0.05,18.09,1,3.1,1.777,2GE046,3.1
CF6-80C2B2F,3,0.04,0.05,21.55,1,5.7,2.148,2GE046,5.7
CF6-80C2B2F,4,21.56,1.86,4.52,1,5.7,0.188,2GE046,0
CF6-80C2B2F old comb,1,2.93,0.23,8.54,1,2.4,0.5585,1GE026,2.4
CF6-80C2B2F old comb,2,0.52,0.09,18.32,1,3.6,1.702,1GE026,3.6
CF6-80C2B2F old comb,3,0.52,0.08,23.56,1,7.5,2.071,1GE026,7.5
CF6-80C2B2F old comb,4,49.75,11.8,3.64,1,2.5,0.1852,1GE026,2.5
CF6-80C2B4,1,2.12,0.12,12.37,1,6.9,0.641,2GE043,0
CF6-80C2B4,2,0.04,0.05,20.17,1,4.5,1.965,2GE043,4.5
CF6-80C2B4,3,0.05,0.05,25.93,1,6.9,2.409,2GE043,6.9
CF6-80C2B4,4,19.76,1.59,4.68,1,6.9,0.201,2GE043,0
CF6-80C2B4 old comb,1,2.33,0.21,8.9,1,7.2,0.65,1GE027,2.3
CF6-80C2B4 old comb,2,0.54,0.09,21.8,1,7.2,1.982,1GE027,4.77
CF6-80C2B4 old comb,3,0.56,0.08,29.2,1,7.2,2.43,1GE027,7.2
CF6-80C2B4 old comb,4,43.91,9.74,3.67,1,7.2,0.199,1GE027,3.03
CF6-80C2B4F,1,2.13,0.11,12.47,1,6.9,0.65,2GE047,0
CF6-80C2B4F,2,0.04,0.05,19.72,1,4.5,1.983,2GE047,4.5
CF6-80C2B4F,3,0.04,0.05,25.08,1,6.9,2.432,2GE047,6.9
CF6-80C2B4F,4,19.23,1.54,4.73,1,6.9,0.199,2GE047,0
CF6-80C2B4F old comb,1,2.21,0.2,8.88,1,2.3,0.6138,1GE028,2.3
CF6-80C2B4F old comb,2,0.52,0.09,21.32,1,4.7,1.907,1GE028,4.7
CF6-80C2B4F old comb,3,0.52,0.08,28.72,1,7.3,2.359,1GE028,7.3
CF6-80C2B4F old comb,4,45.74,10.37,3.71,1,2.3,0.1926,1GE028,2.3
CF6-80C2B5F,1,1.83,0.11,12.74,1,7.4,0.697,3GE057,0
CF6-80C2B5F,2,0.04,0.05,21.76,1,5.2,2.162,3GE057,5.2
CF6-80C2B5F,3,0.05,0.05,28.58,1,7.4,2.685,3GE057,7.4
CF6-80C2B5F,4,17.45,1.31,4.91,1,7.4,0.206,3GE057,0
CF6-80C2B6,1,1.91,0.11,12.53,1,6.9,0.672,2GE044,0
CF6-80C2B6,2,0.04,0.05,21.69,1,5.4,2.096,2GE044,5.4
CF6-80C2B6,3,0.06,0.04,28.57,1,6.9,2.58,2GE044,6.9
CF6-80C2B6,4,18.89,1.48,4.76,1,6.9,0.205,2GE044,0
CF6-80C2B6 old comb,1,1.93,0.2,9.11,1,7.8,0.686,1GE029,2.27
CF6-80C2B6 old comb,2,0.52,0.08,22.94,1,7.8,2.081,1GE029,5.36
CF6-80C2B6 old comb,3,0.52,0.07,30.81,1,7.8,2.579,1GE029,7.8
CF6-80C2B6 old comb,4,41.66,8.99,3.79,1,7.8,0.207,1GE029,3.02
CF6-80C2B6F,1,1.93,0.11,12.63,1,6.9,0.682,2GE048,0
CF6-80C2B6F,2,0.04,0.05,21.05,1,5.3,2.104,2GE048,5.3
CF6-80C2B6F,3,0.05,0.05,27.38,1,6.9,2.594,2GE048,6.9
CF6-80C2B6F,4,18.42,1.43,4.81,1,6.9,0.203,2GE048,0
CF6-80C2B6F old comb,1,1.92,0.19,9.06,1,2.3,0.643,1GE030,2.3
CF6-80C2B6F old comb,2,0.52,0.08,23.09,1,5.4,2.02,1GE030,5.4
CF6-80C2B6F old comb,3,0.52,0.07,32.16,1,8.2,2.54,1GE030,8.2
CF6-80C2B6F old comb,4,43.89,9.74,3.75,1,3.4,0.1963,1GE030,3.4
CF6-80C2B7F,1,1.93,0.11,12.63,1,6.9,0.682,2GE055,0
CF6-80C2B7F,2,0.04,0.05,21.05,1,5.3,2.104,2GE055,5.3
CF6-80C2B7F,3,0.05,0.05,27.38,1,6.9,2.594,2GE055,6.9
CF6-80C2B7F,4,18.42,1.43,4.81,1,6.9,0.203,2GE055,0
CF6-80C2B7F old comb,1,1.92,0.19,9.06,1,2.3,0.643,2GE054,2.3
CF6-80C2B7F old comb,2,0.52,0.08,23.09,1,5.4,2.02,2GE054,5.4
CF6-80C2B7F old comb,3,0.52,0.07,32.16,1,8.2,2.54,2GE054,8.2
CF6-80C2B7F old comb,4,43.89,9.74,3.75,1,3.4,0.1963,2GE054,3.4
CF6-80C2B8FA,1,1.97,0.11,12.63,1,7.2,0.688,3GE058,0
CF6-80C2B8FA,2,0.04,0.05,20.85,1,5.2,2.117,3GE058,5.2
CF6-80C2B8FA,3,0.05,0.05,26.9,1,7.2,2.605,3GE058,7.2
CF6-80C2B8FA,4,18.27,1.41,4.83,1,7.2,0.205,3GE058,0
CF6-80C2D1F,1,1.9,0.11,12.66,1,7,0.688,2GE049,0
CF6-80C2D1F,2,0.04,0.05,21.3,1,5.5,2.126,2GE049,5.5
CF6-80C2D1F,3,0.05,0.04,28.12,1,7,2.629,2GE049,7
CF6-80C2D1F,4,18.02,1.38,4.85,1,7,0.205,2GE049,0
CF6-80C2D1F old comb,1,1.94,0.2,9.16,1,2.3,0.657,1GE031,2.3
CF6-80C2D1F old comb,2,0.52,0.08,24.02,1,5.6,2.065,1GE031,5.6
CF6-80C2D1F old comb,3,0.52,0.07,32.65,1,8.2,2.596,1GE031,8.2
CF6-80C2D1F old comb,4,41.78,9.03,3.8,1,3.5,0.196,1GE031,3.5
CF6-80CB42,1,2.33,0.21,8.9,1,-1,0.65,-,-1
CF6-80CB42,2,0.54,0.09,21.8,1,-1,1.982,-,-1
CF6-80CB42,3,0.56,0.08,29.2,1,-1,2.43,-,-1
CF6-80CB42,4,43.91,9.74,3.67,1,-1,0.199,-,-1
CF6-80E1A1,1,1.92,0.11,12.61,1,6.9,0.714,2GE050,0
CF6-80E1A1,2,0.04,0.04,21.44,1,6.2,2.199,2GE050,6.2
CF6-80E1A1,3,0.05,0.05,27.59,1,6.9,2.702,2GE050,6.9
CF6-80E1A1,4,17.64,1.3,4.87,1,6.9,0.226,2GE050,0
CF6-80E1A1 old comb,1,1.7,0.14,9.84,1,9.7,0.714,1GE032,0
CF6-80E1A1 old comb,2,0.34,0.07,27.11,1,6.9,2.199,1GE032,6.9
CF6-80E1A1 old comb,3,0.38,0.05,37.87,1,9.7,2.702,1GE032,9.7
CF6-80E1A1 old comb,4,43.24,9.68,4.47,1,9.7,0.226,1GE032,0
CF6-80E1A2,1,1.85,0.11,12.66,1,6.8,0.724,2GE051,0
CF6-80E1A2,2,0.04,0.04,22.01,1,6.5,2.245,2GE051,6.5
CF6-80E1A2,3,0.05,0.04,28.72,1,6.8,2.767,2GE051,6.8
CF6-80E1A2,4,17.37,1.25,4.88,1,6.8,0.228,2GE051,0
CF6-80E1A2 old comb,1,1.61,0.14,9.91,1,9.9,0.724,1GE033,0
CF6-80E1A2 old comb,2,0.34,0.07,28.02,1,7.2,2.245,1GE033,7.2
CF6-80E1A2 old comb,3,0.38,0.05,39.29,1,9.9,2.767,1GE033,9.9
CF6-80E1A2 old comb,4,42.67,9.37,4.53,1,9.9,0.228,1GE033,0
CF6-80E1A3,1,1.23,0.18,10.29,1,10.1,0.755,5GE085,0
CF6-80E1A3,2,0.31,0.07,31.74,1,8.6,2.387,5GE085,8.6
CF6-80E1A3,3,0.34,0.07,45.63,1,10.1,2.989,5GE085,10.1
CF6-80E1A3,4,37.02,9.53,4.69,1,10.1,0.227,5GE085,0
CF6-80E1A4 (STD),1,1.33,0.18,10.13,1,10.09,0.744,4GE080,0
CF6-80E1A4 (STD),2,0.3,0.07,30.3,1,8.06,2.337,4GE080,8.06
CF6-80E1A4 (STD),3,0.34,0.06,43.15,1,10.09,2.904,4GE080,10.09
CF6-80E1A4 (STD),4,38.09,10.35,4.62,1,10.09,0.227,4GE080,0
CF6-80E1A4 Low Emis,1,1.44,0.09,12.66,1,5.9,0.744,4GE081,0
CF6-80E1A4 Low Emis,2,0.02,0.04,23.54,1,5.5,2.337,4GE081,5.5
CF6-80E1A4 Low Emis,3,0.04,0.04,31.28,1,5.9,2.904,4GE081,5.9
CF6-80E1A4 Low Emis,4,15.05,0.92,4.77,1,5.9,0.227,4GE081,0
CF700-2D,1,62,1.4,1.8,1,-1,0.116,-,-1
CF700-2D,2,25,0.099,4.3,1,-1,0.2926,-,-1
CF700-2D,3,22,0.1,5.6,1,-1,0.3285,-,-1
CF700-2D,4,155,18,0.89,1,-1,0.058,-,-1
CFM56-2A SERIES,1,3.4,0.08,8.7,1,2.5,0.318,1CM001,2.5
CFM56-2A SERIES,2,0.9,0.04,17.3,1,4.2,0.911,1CM001,4.2
CFM56-2A SERIES,3,0.9,0.04,20.4,1,7.9,1.114,1CM001,7.9
CFM56-2A SERIES,4,23.5,1.13,4.3,1,2,0.13,1CM001,2
CFM56-2B,1,3.7,0.1,8.14,1,-1,0.322,-,-1
CFM56-2B,2,0.9,0.08,16.3,1,-1,0.83703,-,-1
CFM56-2B,3,0.9,0.05,19.06,1,-1,1.002,-,-1
CFM56-2B,4,29.5,1.67,3.66,1,-1,0.123,-,-1
CFM56-2B-1,1,4.2,0.08,8.2,1,2.6,0.311,1CM002,2.6
CFM56-2B-1,2,0.9,0.05,16,1,3,0.819,1CM002,3
CFM56-2B-1,3,0.9,0.04,18.5,1,6,0.985,1CM002,6
CFM56-2B-1,4,30.7,1.83,4,1,2.2,0.128,1CM002,2.2
CFM56-2C5,1,4.2,0.08,8.2,1,2.6,0.311,1CM003,2.6
CFM56-2C5,2,0.9,0.05,16,1,3,0.819,1CM003,3
CFM56-2C5,3,0.9,0.04,18.5,1,6,0.985,1CM003,6
CFM56-2C5,4,30.7,1.83,4,1,2.2,0.128,1CM003,2.2
CFM56-3,1,3.5,0.1,8.4,1,-1,0.338,-,-1
CFM56-3,2,0.9,0.05,16,1,-1,0.843,-,-1
CFM56-3,3,0.9,0.04,18.5,1,-1,1.02,-,-1
CFM56-3,4,31,1.83,3.9,1,-1,0.121,-,-1
CFM56-3B,1,3.1,0.08,8.7,1,-1,0.36,-,-1
CFM56-3B,2,0.9,0.05,17.3,1,-1,0.93,-,-1
CFM56-3B,3,0.9,0.04,20.7,1,-1,1.14,-,-1
CFM56-3B,4,27,1.25,4.1,1,-1,0.13,-,-1
CFM56-3-B1,1,3.8,0.08,8.3,1,2.5,0.29,1CM004,2.5
CFM56-3-B1,2,0.95,0.05,15.5,1,2.5,0.792,1CM004,2.5
CFM56-3-B1,3,0.9,0.04,17.7,1,4,0.946,1CM004,4
CFM56-3-B1,4,34.4,2.28,3.9,1,2.2,0.114,1CM004,2.2
CFM56-3B-2,1,3.4,0.073,8.7,1,2.5,0.314,1CM005,2.5
CFM56-3B-2,2,0.9,0.047,16.7,1,3,0.878,1CM005,3
CFM56-3B-2,3,0.9,0.036,19.4,1,6,1.056,1CM005,6
CFM56-3B-2,4,30.1,1.75,4.1,1,2.2,0.119,1CM005,2.2
CFM56-3-B4,1,4.2,0.11,8,1,-1,0.29,-,-1
CFM56-3-B4,2,1.1,0.05,14.5,1,-1,0.792,-,-1
CFM56-3-B4,3,0.9,0.04,16.6,1,-1,0.946,-,-1
CFM56-3-B4,4,38.5,3.33,3.9,1,-1,0.114,-,-1
CFM56-3C-1,1,3.1,0.07,9.1,1,2.5,0.336,1CM007,2.5
CFM56-3C-1,2,0.9,0.04,17.8,1,3.9,0.954,1CM007,3.9
CFM56-3C-1,3,0.9,0.03,20.7,1,7.7,1.154,1CM007,7.7
CFM56-3C-1,4,26.8,1.42,4.3,1,2.3,0.124,1CM007,2.3
CFM56-3C-1 (Rerated),1,4.2,0.08,8,1,2.5,0.273,1CM006,2.5
CFM56-3C-1 (Rerated),2,1,0.05,14.7,1,2.4,0.732,1CM006,2.4
CFM56-3C-1 (Rerated),3,0.9,0.05,16.6,1,3,0.872,1CM006,3
CFM56-3C-1 (Rerated),4,38.1,2.86,3.8,1,2.1,0.111,1CM006,2.1
CFM56-5A1,1,2.5,0.4,8,1,4.4,0.291,1CM008,4.4
CFM56-5A1,2,0.9,0.23,19.6,1,14,0.862,1CM008,14
CFM56-5A1,3,0.9,0.23,24.6,1,15.8,1.051,1CM008,15.8
CFM56-5A1,4,17.6,1.4,4,1,2.3,0.1011,1CM008,2.3
CFM56-5A3,1,2.4,0.3,8.3,1,4.8,0.307,1CM009,4.8
CFM56-5A3,2,0.9,0.2,21.1,1,14.6,0.925,1CM009,14.6
CFM56-5A3,3,0.9,0.2,26.4,1,16.8,1.131,1CM009,16.8
CFM56-5A3,4,16.2,1.3,4.1,1,2.7,0.1044,1CM009,2.7
CFM56-5A4,1,3.1,0.5,8.54,1,13.9,0.261,4CM035,4.16
CFM56-5A4,2,1.1,0.23,19.11,1,13.9,0.799,4CM035,11.64
CFM56-5A4,3,1.1,0.23,22.64,1,13.9,0.897,4CM035,13.9
CFM56-5A4,4,20.3,1.75,4.04,1,13.9,0.095,4CM035,2.41
CFM56-5A5,1,2.8,0.45,8.94,1,14.3,0.276,4CM036,4.35
CFM56-5A5,2,1.1,0.23,19.98,1,14.3,0.799,4CM036,12.57
CFM56-5A5,3,1.1,0.23,24.79,1,14.3,0.972,4CM036,14.3
CFM56-5A5,4,18.5,1.53,4.29,1,14.3,0.098,4CM036,2.43
CFM56-5B1,1,1.57,0.12,10.8,1,10.5,0.364,2CM012,0
CFM56-5B1,2,0.5,0.1,27.2,1,10.5,1.113,2CM012,10.5
CFM56-5B1,3,0.5,0.1,35.1,1,8.6,1.359,2CM012,8.6
CFM56-5B1,4,28.4,3.21,4.6,1,10.5,0.117,2CM012,0
CFM56-5B1/2,1,38.4,9.1,7.02,1,4.75,0.369,2CM016,2.3
CFM56-5B1/2,2,2.5,0.1,14.91,1,4.75,1.104,2CM016,0.5
CFM56-5B1/2,3,0.6,0.1,27.75,1,4.75,1.345,2CM016,0.5
CFM56-5B1/2,4,34,1.7,4.73,1,4.75,0.129,2CM016,3.5
CFM56-5B1/2P,1,23.1,3.7,7.3,1,0.5,0.37,3CM020,0.5
CFM56-5B1/2P,2,1.9,0.1,16.4,1,0.3,1.07,3CM020,0.3
CFM56-5B1/2P,3,0.8,0.1,23.3,1,0.5,1.32,3CM020,0.5
CFM56-5B1/2P,4,36.5,2.9,4.1,1,2.1,0.12,3CM020,2.1
CFM56-5B1/P,1,2,0.5,10.7,1,5.4,0.345,3CM023,0.23
CFM56-5B1/P,2,0.9,0.2,26.2,1,5.4,1.058,3CM023,5.16
CFM56-5B1/P,3,0.9,0.1,33,1,5.4,1.295,3CM023,4.87
CFM56-5B1/P,4,19.8,3.7,4.5,1,5.4,0.11,3CM023,0.53
CFM56-5B2,1,1.4,0.12,11,1,10.1,0.376,2CM013,0
CFM56-5B2,2,0.5,0.1,28.5,1,10.1,1.158,2CM013,10.1
CFM56-5B2,3,0.5,0.1,37.8,1,8.2,1.426,2CM013,8.2
CFM56-5B2,4,27.4,3.04,4.7,1,10.1,0.119,2CM013,0
CFM56-5B2/2,1,35.8,8.4,7.24,1,4.75,0.377,2CM017,2.3
CFM56-5B2/2,2,1.7,0.1,15.86,1,4.75,1.132,2CM017,0.5
CFM56-5B2/2,3,0.4,0.1,29.57,1,4.75,1.406,2CM017,0.5
CFM56-5B2/2,4,33.7,1.7,4.82,1,4.75,0.131,2CM017,3.5
CFM56-5B2/2P DAC-II,1,21.4,3.3,7.6,1,0.5,0.39,4CM037,0.5
CFM56-5B2/2P DAC-II,2,1.6,0.1,17.5,1,0.3,1.11,4CM037,0.3
CFM56-5B2/2P DAC-II,3,0.7,0.1,29.4,1,0.5,1.39,4CM037,0.5
CFM56-5B2/2P DAC-II,4,35.5,2.7,4.2,1,2.2,0.13,4CM037,2.2
CFM56-5B2/P,1,1.9,0.5,10.9,1,5.4,0.356,3CM024,0.22
CFM56-5B2/P,2,0.9,0.2,27.4,1,5.4,1.099,3CM024,5.11
CFM56-5B2/P,3,0.8,0.1,35.1,1,5.4,1.361,3CM024,4.79
CFM56-5B2/P,4,19.5,3.6,4.6,1,5.4,0.113,3CM024,0.53
CFM56-5B3/2P DAC-II,1,19.9,2.9,7.8,1,0.5,0.4,4CM038,0.5
CFM56-5B3/2P DAC-II,2,1.3,0.1,18.6,1,0.3,1.15,4CM038,0.3
CFM56-5B3/2P DAC-II,3,0.6,0.1,32,1,0.5,1.47,4CM038,0.5
CFM56-5B3/2P DAC-II,4,34.5,2.5,4.3,1,2.3,0.13,4CM038,2.3
CFM56-5B3/P,1,1.7,0.5,11.2,1,5.4,0.366,3CM025,0.22
CFM56-5B3/P,2,0.9,0.2,28.5,1,5.4,1.141,3CM025,5.06
CFM56-5B3/P,3,0.8,0.1,37.3,1,5.4,1.43,3CM025,4.7
CFM56-5B3/P,4,19.2,3.5,4.7,1,5.4,0.115,3CM025,0.53
CFM56-5B4,1,2.33,0.13,10,1,11.7,0.326,2CM014,0
CFM56-5B4,2,0.5,0.1,23.3,1,11.7,0.961,2CM014,11.7
CFM56-5B4,3,0.5,0.1,28.7,1,10,1.166,2CM014,10
CFM56-5B4,4,31.9,3.87,4.3,1,11.7,0.107,2CM014,0
CFM56-5B4/2,1,43.8,11.4,6.13,1,4.75,0.335,2CM018,2.3
CFM56-5B4/2,2,4.9,0.1,12.58,1,4.75,0.975,2CM018,0.5
CFM56-5B4/2,3,1.6,0.1,16.61,1,4.75,1.18,2CM018,0.5
CFM56-5B4/2,4,37.1,2.2,4.49,1,4.75,0.121,2CM018,3.5
CFM56-5B4/2P,1,29.1,5.3,6.5,1,0.5,0.34,3CM021,0.5
CFM56-5B4/2P,2,3.6,0.2,13.6,1,0.3,0.95,3CM021,0.3
CFM56-5B4/2P,3,1.4,0.1,18.4,1,0.3,1.14,3CM021,0.3
CFM56-5B4/2P,4,40.1,3.6,3.9,1,2,0.12,3CM021,2
CFM56-5B4/P,1,2.3,0.5,10,1,5.4,0.312,3CM026,0.25
CFM56-5B4/P,2,0.9,0.2,23.2,1,5.4,0.935,3CM026,4.07
CFM56-5B4/P,3,0.9,0.2,28,1,5.4,1.132,3CM026,5.4
CFM56-5B4/P,4,23.4,4.6,4.3,1,5.4,0.104,3CM026,0.54
CFM56-5B5/P,1,3.4,0.7,8.7,1,5.4,0.26,3CM027,0.3
CFM56-5B5/P,2,1,0.2,18.5,1,5.4,0.742,3CM027,1.6
CFM56-5B5/P,3,0.9,0.2,21.9,1,5.4,0.891,3CM027,5.37
CFM56-5B5/P,4,30,6.2,3.8,1,5.4,0.094,3CM027,0.56
CFM56-5B6/2,1,17.75,0.2,10.32,1,3.7,0.315,2CM019,3.8
CFM56-5B6/2,2,12.18,0.2,10.41,1,3.7,0.827,2CM019,0.5
CFM56-5B6/2,3,4.48,0.1,13.51,1,3.7,0.998,2CM019,0.5
CFM56-5B6/2,4,46.1,3.4,3.9,1,3.7,0.111,2CM019,3.5
CFM56-5B6/2P,1,21.5,0.4,8.7,1,6.7,0.31,3CM022,6.7
CFM56-5B6/2P,2,7.4,0.2,11,1,0.3,0.81,3CM022,0.3
CFM56-5B6/2P,3,3.1,0.2,14.2,1,0.3,0.97,3CM022,0.3
CFM56-5B6/2P,4,44.8,4.6,3.6,1,1.8,0.11,3CM022,1.8
CFM56-5B6/P,1,2.9,0.6,9.2,1,5.4,0.275,3CM028,0.29
CFM56-5B6/P,2,1,0.2,19.6,1,5.4,0.799,3CM028,2.17
CFM56-5B6/P,3,0.9,0.2,23.6,1,5.4,0.961,3CM028,5.4
CFM56-5B6/P,4,27.7,5.5,4,1,5.4,0.097,3CM028,0.55
CFM56-5B7/P,1,2.3,0.5,10,1,5.4,0.312,6CM044,0.25
CFM56-5B7/P,2,0.9,0.2,23.2,1,5.4,0.935,6CM044,4.07
CFM56-5B7/P,3,0.9,0.2,28,1,5.4,1.132,6CM044,5.4
CFM56-5B7/P,4,23.4,4.6,4.3,1,5.4,0.104,6CM044,0.54
CFM56-5B8/P,1,3.9,0.9,8.4,1,5.4,0.262,7CM048,0.3
CFM56-5B8/P,2,0.8,0.1,16.7,1,5.4,0.729,7CM048,1.49
CFM56-5B8/P,3,0.8,0.1,19.7,1,5.4,0.875,7CM048,5.39
CFM56-5B8/P,4,32.9,6.5,3.4,1,5.4,0.094,7CM048,0.56
CFM56-5B9/2P,1,21,0.4,7.6,1,6.6,0.296,7CM050,6.6
CFM56-5B9/2P,2,8.1,0.3,10.7,1,6.6,0.799,7CM050,0.3
CFM56-5B9/2P,3,2.9,0.2,13.9,1,6.6,0.961,7CM050,0.3
CFM56-5B9/2P,4,44.1,4.4,3.2,1,6.6,0.105,7CM050,1.7
CFM56-5B9/P,1,3.7,0.8,8.8,1,5.4,0.28,7CM049,0.28
CFM56-5B9/P,2,0.8,0.1,17.9,1,5.4,0.794,7CM049,2.12
CFM56-5B9/P,3,0.8,0.1,21.4,1,5.4,0.954,7CM049,5.4
CFM56-5B9/P,4,30.4,5.9,3.6,1,5.4,0.098,7CM049,0.55
CFM56-5C2,1,1.75,0.082,10,1,1,0.3558,1CM010,1
CFM56-5C2,2,0.8,0.008,25.8,1,8.5,1.076,1CM010,8.5
CFM56-5C2,3,0.93,0.008,32.6,1,11.1,1.308,1CM010,11.1
CFM56-5C2,4,34,5.68,4.19,1,1.1,0.1175,1CM010,1.1
CFM56-5C2/P,1,2.1,0,9.3,1,10.7,0.342,7CM045,1
CFM56-5C2/P,2,0.7,0,23.8,1,10.7,1.035,7CM045,8.4
CFM56-5C2/P,3,0.8,0,29.7,1,10.7,1.252,7CM045,10.7
CFM56-5C2/P,4,35.1,5.8,3.9,1,10.7,0.109,7CM045,1.1
CFM56-5C3,1,1.57,0.074,10.4,1,1,0.37,1CM011,1
CFM56-5C3,2,0.82,0.008,27.1,1,9.1,1.131,1CM011,9.1
CFM56-5C3,3,0.98,0.008,34.7,1,11.8,1.373,1CM011,11.8
CFM56-5C3,4,32.6,5.35,4.26,1,1.1,0.1203,1CM011,1.1
CFM56-5C3/P,1,1.9,0,9.6,1,11.6,0.355,7CM046,1
CFM56-5C3/P,2,0.7,0,25.1,1,11.6,1.085,7CM046,9
CFM56-5C3/P,3,0.8,0,31.6,1,11.6,1.316,7CM046,11.6
CFM56-5C3/P,4,33.4,5.4,4,1,11.6,0.112,7CM046,1.1
CFM56-5C4,1,1.4,0.065,10.67,1,1.03,0.386,2CM015,1.03
CFM56-5C4,2,0.85,0.008,29.05,1,9.8,1.195,2CM015,9.8
CFM56-5C4,3,1,0.008,37.67,1,12.58,1.456,2CM015,12.58
CFM56-5C4,4,30.93,5,4.28,1,1.1,0.124,2CM015,1.1
CFM56-5C4/P,1,1.6,0,9.9,1,12,0.37,7CM047,1
CFM56-5C4/P,2,0.7,0,26.7,1,12,1.143,7CM047,9.6
CFM56-5C4/P,3,0.8,0,34.1,1,12,1.395,7CM047,12
CFM56-5C4/P,4,31.6,5,4.1,1,12,0.115,7CM047,1.1
CFM56-7B18,1,3.6,0.1,9.1,1,10.7,0.26,3CM029,0
CFM56-7B18,2,0.4,0.1,16.6,1,10.7,0.714,3CM029,6.37
CFM56-7B18,3,0.6,0.1,19.2,1,10.7,0.854,3CM029,10.67
CFM56-7B18,4,28.3,3.5,4.3,1,10.7,0.097,3CM029,0
CFM56-7B20,1,3.2,0.1,9.5,1,11.4,0.274,3CM030,0
CFM56-7B20,2,0.5,0.1,17.4,1,11.4,0.761,3CM030,8.03
CFM56-7B20,3,0.6,0.1,20.5,1,11.4,0.913,3CM030,11.42
CFM56-7B20,4,25.9,3.1,4.3,1,11.4,0.1,3CM030,0
